word1,word2,path_similarity,wu_palmer_similarity,ic_resnik
portion,location,5,0.0,5.5910868914523935
portion,business,7,0.2222222222222222,5.5910868914523935
portion,conducted,inf,0,5.5910868914523935
space,location,2,0.0,7.431082661639931
space,business,7,0.2222222222222222,7.431082661639931
space,conducted,inf,0,7.431082661639931
location,business,9,0.0,7.842378690058889
location,conducted,inf,0,7.842378690058889
business,conducted,inf,0,6.572223978851651
capacity,cause,11,0.15384615384615385,7.466589350096841
capacity,death,10,0.16666666666666666,7.466589350096841
amount,coal,8,0.0,5.5700719563711045
amount,miners,13,0.0,5.5700719563711045
coal,production,8,0.0,10.786817669225329
coal,miners,10,0.16666666666666666,10.786817669225329
production,miners,12,0.0,7.131839766787074
order,prepared,inf,0,6.641040933370958
order,issuing,6,0.5714285714285714,6.641040933370958
prepared,issuing,inf,0,7.4486784235303105
prepared,goods,inf,0,7.4486784235303105
issuing,goods,11,0.15384615384615385,9.400523308105438
economic,works,inf,0,7.5679418443571285
economic,well,inf,0,7.5679418443571285
economic,waste,inf,0,7.5679418443571285
activity,works,11,0.0,6.635777763326684
activity,well,10,0.0,6.635777763326684
activity,waste,9,0.2,6.635777763326684
works,well,5,0.6153846153846154,5.846366431986178
works,waste,9,0.16666666666666666,5.846366431986178
well,waste,8,0.18181818181818182,7.726546874533767
amount,beginning,8,0.2,5.5700719563711045
sterling,account,12,0.14285714285714285,10.786817669225329
sterling,maintained,inf,0,10.786817669225329
sterling,area,13,0.0,10.786817669225329
account,area,11,0.0,5.834517952142037
maintained,area,inf,0,6.417369816758308
radix,complement,11,0.15384615384615385,9.805988416213603
intervening,trench,inf,0,10.093670488665383
intervening,loan,inf,0,10.093670488665383
trench,loan,10,0.0,11.192282777333494
income,statement,10,0.16666666666666666,7.123256023095683
income,account,12,0.14285714285714285,7.123256023095683
income,expense,9,0.4,7.123256023095683
income,closed,inf,0,7.123256023095683
income,end,14,0.0,7.123256023095683
income,year,11,0.15384615384615385,7.123256023095683
statement,revenue,8,0.2,7.515982105426417
statement,expense,9,0.18181818181818182,7.515982105426417
statement,closed,inf,0,7.515982105426417
statement,end,8,0.0,7.515982105426417
statement,year,7,0.2222222222222222,7.515982105426417
account,revenue,10,0.16666666666666666,5.834517952142037
account,expense,11,0.15384615384615385,5.834517952142037
account,closed,inf,0,5.834517952142037
account,end,8,0.0,5.834517952142037
account,year,9,0.18181818181818182,5.834517952142037
revenue,expense,7,0.46153846153846156,7.68822801023163
revenue,closed,inf,0,7.68822801023163
revenue,end,12,0.0,7.68822801023163
expense,closed,inf,0,7.816403203655629
expense,end,13,0.0,7.816403203655629
expense,year,10,0.16666666666666666,7.816403203655629
closed,end,inf,0,8.940990978727
closed,year,inf,0,8.940990978727
pulmonary,plexus,inf,0,8.915015492323738
pulmonary,observed,inf,0,8.915015492323738
pulmonary,base,inf,0,8.915015492323738
pulmonary,ling,inf,0,8.915015492323738
pulmonary,specimen,inf,0,8.915015492323738
plexus,observed,inf,0,9.082069576986903
plexus,base,11,0.15384615384615385,9.082069576986903
plexus,ling,13,0.125,9.082069576986903
plexus,specimen,12,0.0,9.082069576986903
observed,base,inf,0,6.514791929765776
observed,ling,inf,0,6.514791929765776
base,ling,11,0.35294117647058826,7.905748303991478
base,specimen,13,0.0,7.905748303991478
ling,specimen,14,0.0,12.578577138453385
change,revision,8,0.42857142857142855,6.969105343268424
change,rights,9,0.3076923076923077,6.969105343268424
revision,rights,13,0.23529411764705882,9.870526937351174
achieved,accomplished,inf,0,7.953604325169113
achieved,attained,0,1.0,7.953604325169113
accomplished,attained,inf,0,8.840907520170015
internet,shared,inf,0,7.245858345188015
internet,called,inf,0,7.245858345188015
internet,disk,13,0.0,7.245858345188015
internet,drive,14,0.0,7.245858345188015
internet,volume,12,0.0,7.245858345188015
internet,folder,11,0.42105263157894735,7.245858345188015
internet,file,14,0.0,7.245858345188015
internet,document,13,0.0,7.245858345188015
internet,printer,12,0.4,7.245858345188015
internet,scanner,15,0.3333333333333333,7.245858345188015
shared,resource,inf,0,8.889697684339447
shared,called,inf,0,8.889697684339447
shared,drive,inf,0,8.889697684339447
shared,volume,inf,0,8.889697684339447
shared,folder,inf,0,8.889697684339447
shared,file,inf,0,8.889697684339447
shared,document,inf,0,8.889697684339447
shared,printer,inf,0,8.889697684339447
shared,scanner,inf,0,8.889697684339447
resource,called,inf,0,7.275272230394308
resource,disk,8,0.2,7.275272230394308
resource,drive,9,0.18181818181818182,7.275272230394308
resource,volume,6,0.25,7.275272230394308
resource,folder,12,0.0,7.275272230394308
resource,file,9,0.18181818181818182,7.275272230394308
resource,document,8,0.2,7.275272230394308
resource,printer,11,0.0,7.275272230394308
resource,scanner,14,0.0,7.275272230394308
called,disk,inf,0,6.659683284180238
called,drive,inf,0,6.659683284180238
called,volume,inf,0,6.659683284180238
called,folder,inf,0,6.659683284180238
called,file,inf,0,6.659683284180238
called,document,inf,0,6.659683284180238
called,printer,inf,0,6.659683284180238
called,scanner,inf,0,6.659683284180238
disk,drive,9,0.18181818181818182,7.528721131203847
disk,volume,6,0.25,7.528721131203847
disk,folder,13,0.0,7.528721131203847
disk,file,9,0.18181818181818182,7.528721131203847
disk,document,8,0.2,7.528721131203847
disk,printer,11,0.0,7.528721131203847
disk,scanner,14,0.0,7.528721131203847
drive,volume,7,0.2222222222222222,8.135925881963068
drive,folder,11,0.0,8.135925881963068
drive,file,10,0.16666666666666666,8.135925881963068
drive,document,7,0.18181818181818182,8.135925881963068
drive,printer,12,0.0,8.135925881963068
drive,scanner,15,0.0,8.135925881963068
volume,folder,12,0.0,8.771914648683065
volume,file,7,0.2222222222222222,8.771914648683065
volume,document,6,0.25,8.771914648683065
volume,printer,9,0.0,8.771914648683065
volume,scanner,12,0.0,8.771914648683065
folder,file,13,0.0,9.487534685095069
folder,document,10,0.0,9.487534685095069
folder,printer,13,0.375,9.487534685095069
folder,scanner,16,0.3157894736842105,9.487534685095069
file,document,7,0.36363636363636365,6.83878422627415
file,printer,12,0.0,6.83878422627415
file,scanner,15,0.0,6.83878422627415
document,printer,11,0.0,6.804025592908976
document,scanner,14,0.0,6.804025592908976
printer,scanner,9,0.4,8.184127983780945
temporal,growth,11,0.0,9.177379756791229
temporal,examined,inf,0,9.177379756791229
growth,examined,inf,0,7.061124241988677
belong,osteopath,inf,0,7.522331333105076
device,mechanism,6,0.18181818181818182,6.646331951005374
device,change,10,0.0,6.646331951005374
device,match,2,0.8571428571428571,6.646331951005374
device,fit,13,0.0,6.646331951005374
device,cause,12,0.0,6.646331951005374
device,correspond,inf,0,6.646331951005374
device,bring,inf,0,6.646331951005374
device,proper,inf,0,6.646331951005374
device,relationship,8,0.0,6.646331951005374
mechanism,change,8,0.0,8.840907520170015
mechanism,match,8,0.15384615384615385,8.840907520170015
mechanism,fit,13,0.0,8.840907520170015
mechanism,cause,10,0.0,8.840907520170015
mechanism,correspond,inf,0,8.840907520170015
mechanism,bring,inf,0,8.840907520170015
mechanism,proper,inf,0,8.840907520170015
mechanism,relationship,8,0.0,8.840907520170015
change,match,12,0.0,6.969105343268424
change,fit,11,0.15384615384615385,6.969105343268424
change,cause,4,0.6666666666666666,6.969105343268424
change,correspond,inf,0,6.969105343268424
change,bring,inf,0,6.969105343268424
change,proper,inf,0,6.969105343268424
change,relationship,6,0.25,6.969105343268424
match,fit,15,0.0,9.21128130846691
match,cause,14,0.0,9.21128130846691
match,correspond,inf,0,9.21128130846691
match,bring,inf,0,9.21128130846691
match,proper,inf,0,9.21128130846691
match,relationship,10,0.0,9.21128130846691
fit,cause,13,0.13333333333333333,9.052216613837222
fit,correspond,inf,0,9.052216613837222
fit,bring,inf,0,9.052216613837222
fit,proper,inf,0,9.052216613837222
fit,relationship,9,0.18181818181818182,9.052216613837222
cause,correspond,inf,0,6.72637465867891
cause,bring,inf,0,6.72637465867891
cause,proper,inf,0,6.72637465867891
cause,relationship,8,0.2,6.72637465867891
correspond,bring,inf,0,8.865005071749076
correspond,proper,inf,0,8.865005071749076
correspond,relationship,inf,0,8.865005071749076
bring,proper,inf,0,7.963456621612125
bring,relationship,inf,0,7.963456621612125
proper,relationship,inf,0,8.112669019798801
start,proceedings,6,0.5,8.330081896404025
start,arresting,inf,0,8.330081896404025
start,person,9,0.0,8.330081896404025
start,declared,inf,0,8.330081896404025
start,criminal,12,0.0,8.330081896404025
start,court,10,0.16666666666666666,8.330081896404025
proceedings,arresting,inf,0,8.889697684339447
proceedings,person,9,0.0,8.889697684339447
proceedings,declared,inf,0,8.889697684339447
proceedings,court,9,0.16666666666666666,8.889697684339447
arresting,person,inf,0,10.180681865655014
arresting,declared,inf,0,10.180681865655014
arresting,criminal,inf,0,10.180681865655014
arresting,court,inf,0,10.180681865655014
person,declared,inf,0,4.8283929761955475
person,criminal,3,0.6,4.8283929761955475
declared,criminal,inf,0,8.221868311763792
declared,court,inf,0,8.221868311763792
criminal,court,12,0.0,9.052216613837222
peer,refers,inf,0,7.851189319741044
peer,equal,0,1.0,7.851189319741044
peer,standing,8,0.0,7.851189319741044
peer,another,inf,0,7.851189319741044
refers,equal,inf,0,5.683907099019903
refers,standing,inf,0,5.683907099019903
equal,standing,8,0.0,7.851189319741044
equal,another,inf,0,7.851189319741044
standing,another,inf,0,9.400523308105438
added,improve,6,0,7.851189319741044
added,preserve,inf,0,7.851189319741044
improve,preserve,inf,0,8.467703274280073
creating,new,inf,0,6.9121504503409525
creating,content,inf,0,6.9121504503409525
creating,existing,inf,0,6.9121504503409525
new,content,inf,0,6.983865758851545
file,content,8,0.2,6.83878422627415
file,existing,inf,0,6.83878422627415
content,existing,inf,0,8.627333419871958
happened,due,inf,0,6.510151550209274
happened,ignorance,inf,0,6.510151550209274
happened,neglect,inf,0,6.510151550209274
due,ignorance,6,0.5714285714285714,6.1031444217492945
due,neglect,10,0.375,6.1031444217492945
ignorance,neglect,6,0.5,11.479964849785274
requirement,actually,inf,0,8.467703274280073
requirement,exists,inf,0,8.467703274280073
actually,exists,inf,0,8.940990978727
binary,represented,inf,0,8.089940768721245
binary,numeral,12,0.0,8.089940768721245
notation,decimal,13,0.13333333333333333,9.21128130846691
notation,digits,9,0.18181818181818182,9.21128130846691
notation,represented,inf,0,9.21128130846691
notation,numeral,6,0.4,9.21128130846691
decimal,represented,inf,0,9.359701313585184
decimal,numeral,13,0.13333333333333333,9.359701313585184
digits,represented,inf,0,8.627333419871958
digits,numeral,9,0.18181818181818182,8.627333419871958
represented,numeral,inf,0,6.9190949226937635
deposit,invoice,14,0.0,7.217284972743959
deposit,price,12,0.0,7.217284972743959
invoice,price,12,0.14285714285714285,9.487534685095069
organism,contains,inf,0,6.594640857766194
organism,four,11,0.0,6.594640857766194
organism,complete,inf,0,6.594640857766194
organism,copies,11,0.0,6.594640857766194
organism,genome,8,0.0,6.594640857766194
organism,rare,inf,0,6.594640857766194
organism,occasions,12,0.0,6.594640857766194
organism,one,11,0.0,6.594640857766194
contains,four,inf,0,6.517120219525367
contains,complete,inf,0,6.517120219525367
contains,copies,inf,0,6.517120219525367
contains,genome,inf,0,6.517120219525367
contains,two,inf,0,6.517120219525367
contains,rare,inf,0,6.517120219525367
contains,occasions,inf,0,6.517120219525367
contains,one,inf,0,6.517120219525367
contains,different,inf,0,6.517120219525367
contains,species,inf,0,6.517120219525367
four,complete,inf,0,8.435442412061851
four,copies,12,0.14285714285714285,8.435442412061851
four,genome,10,0.16666666666666666,8.435442412061851
four,rare,inf,0,8.435442412061851
four,occasions,13,0.13333333333333333,8.435442412061851
four,one,2,0.8571428571428571,8.435442412061851
four,different,inf,0,8.435442412061851
four,species,10,0.16666666666666666,8.435442412061851
complete,copies,inf,0,7.260457144609168
complete,genome,inf,0,7.260457144609168
complete,two,inf,0,7.260457144609168
complete,rare,inf,0,7.260457144609168
complete,occasions,inf,0,7.260457144609168
complete,one,inf,0,7.260457144609168
complete,different,inf,0,7.260457144609168
complete,species,inf,0,7.260457144609168
copies,genome,10,0.16666666666666666,8.024700246852843
copies,two,12,0.14285714285714285,8.024700246852843
copies,rare,inf,0,8.024700246852843
copies,occasions,13,0.13333333333333333,8.024700246852843
copies,one,12,0.14285714285714285,8.024700246852843
copies,different,inf,0,8.024700246852843
copies,species,10,0.16666666666666666,8.024700246852843
genome,two,10,0.16666666666666666,10.499135596773549
genome,rare,inf,0,10.499135596773549
genome,occasions,11,0.15384615384615385,10.499135596773549
genome,one,10,0.16666666666666666,10.499135596773549
genome,different,inf,0,10.499135596773549
genome,species,6,0.4,10.499135596773549
two,rare,inf,0,5.997938001168436
two,occasions,13,0.13333333333333333,5.997938001168436
rare,occasions,inf,0,8.646751505729059
rare,one,inf,0,8.646751505729059
rare,different,inf,0,8.646751505729059
rare,species,inf,0,8.646751505729059
occasions,one,13,0.13333333333333333,10.969139226019283
occasions,different,inf,0,10.969139226019283
occasions,species,11,0.15384615384615385,10.969139226019283
action,returning,inf,0,6.540706218531247
action,place,10,0.0,6.540706218531247
action,usually,inf,0,6.540706218531247
action,time,5,0.5454545454545454,6.540706218531247
returning,place,inf,0,9.082069576986903
returning,usually,inf,0,9.082069576986903
returning,certain,inf,0,9.082069576986903
returning,time,inf,0,9.082069576986903
place,usually,inf,0,6.107777634670782
place,certain,inf,0,6.107777634670782
usually,certain,inf,0,6.480502856287144
usually,time,inf,0,6.480502856287144
certain,time,inf,0,6.6814232708166434
currency,regarded,inf,0,7.2079391103257215
currency,setting,13,0.0,7.2079391103257215
currency,norm,3,0.7272727272727273,7.2079391103257215
regarded,setting,inf,0,6.84847735547981
regarded,norm,inf,0,6.84847735547981
setting,norm,12,0.0,9.21128130846691
amount,left,11,0.0,5.5700719563711045
amount,deductions,8,0.42857142857142855,5.5700719563711045
left,deductions,15,0.0,8.112669019798801
method,creating,inf,0,6.764446606628318
method,coloured,inf,0,6.764446606628318
method,designs,10,0.2857142857142857,6.764446606628318
method,textiles,11,0.0,6.764446606628318
method,waxing,12,0.25,6.764446606628318
method,textile,11,0.0,6.764446606628318
method,dyed,inf,0,6.764446606628318
creating,coloured,6,0,6.9121504503409525
creating,designs,inf,0,6.9121504503409525
creating,textiles,inf,0,6.9121504503409525
creating,waxing,inf,0,6.9121504503409525
creating,parts,inf,0,6.9121504503409525
creating,textile,inf,0,6.9121504503409525
creating,dyed,7,0,6.9121504503409525
coloured,designs,inf,0,9.745363794397168
coloured,textiles,inf,0,9.745363794397168
coloured,waxing,inf,0,9.745363794397168
coloured,parts,inf,0,9.745363794397168
coloured,textile,inf,0,9.745363794397168
coloured,dyed,7,0,9.745363794397168
designs,textiles,12,0.0,7.9341862393120115
designs,waxing,8,0.5555555555555556,7.9341862393120115
designs,parts,15,0.0,7.9341862393120115
designs,textile,12,0.0,7.9341862393120115
designs,dyed,inf,0,7.9341862393120115
textiles,waxing,14,0.0,8.840907520170015
textiles,parts,8,0.3333333333333333,8.840907520170015
textiles,textile,0,1.0,8.840907520170015
textiles,dyed,inf,0,8.840907520170015
waxing,parts,17,0.0,12.578577138453385
waxing,textile,14,0.0,12.578577138453385
waxing,dyed,inf,0,12.578577138453385
parts,textile,8,0.3333333333333333,7.265371159411597
parts,dyed,inf,0,7.265371159411597
textile,dyed,inf,0,8.840907520170015
bit,processing,8,0.0,7.535152021534138
bit,unit,5,0.4444444444444444,7.535152021534138
bit,algorithmic,inf,0,7.535152021534138
bit,logic,12,0.14285714285714285,7.535152021534138
bit,architectures,12,0.0,7.535152021534138
bit,based,inf,0,7.535152021534138
bit,registers,10,0.16666666666666666,7.535152021534138
computer,unit,11,0.0,5.669822359138164
computer,algorithmic,inf,0,5.669822359138164
computer,logic,14,0.0,5.669822359138164
computer,architectures,7,0.5333333333333333,5.669822359138164
computer,registers,12,0.0,5.669822359138164
processing,algorithmic,inf,0,7.629817248075216
processing,logic,12,0.0,7.629817248075216
processing,architectures,8,0.2,7.629817248075216
processing,based,inf,0,7.629817248075216
processing,registers,10,0.0,7.629817248075216
unit,algorithmic,inf,0,6.749631520843177
unit,logic,11,0.15384615384615385,6.749631520843177
unit,architectures,11,0.0,6.749631520843177
unit,based,inf,0,6.749631520843177
unit,registers,9,0.18181818181818182,6.749631520843177
algorithmic,logic,inf,0,10.275992045459338
algorithmic,architectures,inf,0,10.275992045459338
algorithmic,based,inf,0,10.275992045459338
algorithmic,registers,inf,0,10.275992045459338
logic,architectures,13,0.0,8.301911019437329
logic,registers,14,0.125,8.301911019437329
architectures,based,inf,0,9.02322907696397
architectures,registers,14,0.0,9.02322907696397
based,registers,inf,0,6.908696215472864
unit,responsible,inf,0,6.749631520843177
unit,mark,11,0.15384615384615385,6.749631520843177
unit,enforcing,inf,0,6.749631520843177
responsible,mark,inf,0,7.896445911329165
responsible,enforcing,inf,0,7.896445911329165
mark,enforcing,inf,0,8.571243953220913
declare,unconnected,inf,0,8.221868311763792
rates,interests,14,0.125,7.924616788295861
rates,bank,13,0.0,7.924616788295861
rates,allows,inf,0,7.924616788295861
rates,pay,11,0.35294117647058826,7.924616788295861
rates,different,inf,0,7.924616788295861
rates,type,15,0.11764705882352941,7.924616788295861
rates,deposits,14,0.0,7.924616788295861
interests,bank,13,0.0,6.891601782113565
interests,allows,inf,0,6.891601782113565
interests,pay,15,0.11764705882352941,6.891601782113565
interests,different,inf,0,6.891601782113565
interests,type,15,0.11764705882352941,6.891601782113565
interests,deposits,14,0.0,6.891601782113565
bank,allows,inf,0,6.215549034912919
bank,type,14,0.0,6.215549034912919
allows,pay,inf,0,7.065148392288402
allows,different,inf,0,7.065148392288402
allows,type,inf,0,7.065148392288402
allows,deposits,inf,0,7.065148392288402
pay,different,inf,0,6.692473107003229
pay,type,16,0.1111111111111111,6.692473107003229
pay,deposits,15,0.0,6.692473107003229
different,deposits,inf,0,6.61757179883011
type,deposits,15,0.0,6.028926396219574
lady,primigravida,3,0.7692307692307693,10.180681865655014
goods,level,6,0.4,5.828645944664815
produced,local,inf,0,6.898404529436317
produced,level,inf,0,6.898404529436317
local,level,10,0.0,8.003866159950002
measures,severe,inf,0,7.466589350096841
measures,nature,12,0.14285714285714285,7.466589350096841
severe,nature,inf,0,8.03528235618338
fancy,imagination,7,0.46153846153846156,11.479964849785274
heated,soft,inf,0,11.192282777333494
heated,moist,inf,0,11.192282777333494
heated,mass,inf,0,11.192282777333494
heated,made,inf,0,11.192282777333494
heated,using,inf,0,11.192282777333494
heated,powdered,6,0,11.192282777333494
heated,mustard,inf,0,11.192282777333494
heated,seeds,inf,0,11.192282777333494
heated,spread,inf,0,11.192282777333494
heated,layers,inf,0,11.192282777333494
heated,cloth,inf,0,11.192282777333494
heated,applied,inf,0,11.192282777333494
heated,locally,inf,0,11.192282777333494
soft,moist,inf,0,8.07876746812312
soft,mass,inf,0,8.07876746812312
soft,made,inf,0,8.07876746812312
soft,using,inf,0,8.07876746812312
soft,powdered,inf,0,8.07876746812312
soft,mustard,inf,0,8.07876746812312
soft,seeds,inf,0,8.07876746812312
soft,layers,inf,0,8.07876746812312
soft,cloth,inf,0,8.07876746812312
soft,applied,inf,0,8.07876746812312
soft,locally,inf,0,8.07876746812312
moist,made,inf,0,10.013627780991847
moist,using,inf,0,10.013627780991847
moist,powdered,inf,0,10.013627780991847
moist,mustard,inf,0,10.013627780991847
moist,seeds,inf,0,10.013627780991847
moist,spread,inf,0,10.013627780991847
moist,layers,inf,0,10.013627780991847
moist,cloth,inf,0,10.013627780991847
moist,applied,inf,0,10.013627780991847
moist,locally,inf,0,10.013627780991847
mass,made,inf,0,7.983457288318794
mass,using,10,0.16666666666666666,7.983457288318794
mass,powdered,inf,0,7.983457288318794
mass,mustard,12,0.0,7.983457288318794
mass,seeds,12,0.0,7.983457288318794
mass,spread,9,0.18181818181818182,7.983457288318794
mass,layers,8,0.0,7.983457288318794
mass,cloth,8,0.0,7.983457288318794
mass,applied,inf,0,7.983457288318794
mass,locally,inf,0,7.983457288318794
made,using,inf,0,5.459750889391307
made,powdered,inf,0,5.459750889391307
made,mustard,inf,0,5.459750889391307
made,seeds,inf,0,5.459750889391307
made,spread,inf,0,5.459750889391307
made,layers,inf,0,5.459750889391307
made,cloth,inf,0,5.459750889391307
made,applied,inf,0,5.459750889391307
made,locally,inf,0,5.459750889391307
using,powdered,inf,0,6.958176272736234
using,mustard,16,0.0,6.958176272736234
using,seeds,16,0.0,6.958176272736234
using,spread,9,0.4,6.958176272736234
using,layers,12,0.0,6.958176272736234
using,cloth,12,0.0,6.958176272736234
using,applied,inf,0,6.958176272736234
using,locally,inf,0,6.958176272736234
powdered,mustard,inf,0,12.578577138453385
powdered,seeds,inf,0,12.578577138453385
powdered,spread,inf,0,12.578577138453385
powdered,layers,inf,0,12.578577138453385
powdered,cloth,inf,0,12.578577138453385
powdered,applied,inf,0,12.578577138453385
powdered,locally,inf,0,12.578577138453385
mustard,seeds,13,0.3157894736842105,10.632666989398071
mustard,spread,12,0.0,10.632666989398071
mustard,layers,9,0.4,10.632666989398071
mustard,cloth,9,0.4,10.632666989398071
mustard,applied,inf,0,10.632666989398071
mustard,locally,inf,0,10.632666989398071
seeds,spread,11,0.0,7.758295572848348
seeds,layers,8,0.42857142857142855,7.758295572848348
seeds,cloth,8,0.42857142857142855,7.758295572848348
seeds,applied,inf,0,7.758295572848348
seeds,locally,inf,0,7.758295572848348
spread,layers,8,0.0,8.067717631936535
spread,cloth,8,0.0,8.067717631936535
spread,applied,inf,0,8.067717631936535
spread,locally,inf,0,8.067717631936535
layers,cloth,2,0.8,7.217284972743959
layers,applied,inf,0,7.217284972743959
layers,locally,inf,0,7.217284972743959
cloth,applied,inf,0,8.840907520170015
cloth,locally,inf,0,8.840907520170015
applied,locally,inf,0,4.985706850608566
committee,decides,inf,0,7.851189319741044
committee,course,12,0.14285714285714285,7.851189319741044
committee,action,10,0.16666666666666666,7.851189319741044
decides,course,inf,0,7.472631664552804
decides,action,inf,0,7.472631664552804
give,common,11,0.0,6.983865758851545
level,pest,12,0.23529411764705882,6.723505216250957
level,cause,9,0.18181818181818182,6.723505216250957
level,harm,8,0.3333333333333333,6.723505216250957
level,valued,inf,0,6.723505216250957
level,commodity,7,0.0,6.723505216250957
pest,cause,15,0.1,8.435442412061851
pest,harm,7,0.6666666666666666,8.435442412061851
pest,valued,inf,0,8.435442412061851
pest,commodity,13,0.0,8.435442412061851
cause,valued,inf,0,6.72637465867891
cause,commodity,11,0.0,6.72637465867891
harm,valued,inf,0,7.548139217060949
harm,commodity,10,0.0,7.548139217060949
valued,commodity,inf,0,10.013627780991847
juncture,joining,7,0.46153846153846156,9.634138159286945
juncture,bones,13,0.0,9.634138159286945
juncture,skeleton,9,0.18181818181818182,9.634138159286945
joining,bones,16,0.0,9.443082922524235
joining,skeleton,12,0.14285714285714285,9.443082922524235
bones,skeleton,14,0.0,8.024700246852843
immeasurably,small,inf,0,11.88542995789344
immeasurably,quantity,inf,0,11.88542995789344
immeasurably,size,inf,0,11.88542995789344
quantity,size,5,0.2857142857142857,7.436913581950725
relax,control,inf,0,10.275992045459338
relax,intervention,inf,0,10.275992045459338
relax,financial,inf,0,10.275992045459338
relax,matters,inf,0,10.275992045459338
relax,government,inf,0,10.275992045459338
control,intervention,9,0.18181818181818182,6.675943805052018
control,financial,inf,0,6.675943805052018
control,matters,11,0.26666666666666666,6.675943805052018
control,government,9,0.18181818181818182,6.675943805052018
intervention,financial,inf,0,9.870526937351174
intervention,matters,14,0.125,9.870526937351174
intervention,government,9,0.16666666666666666,9.870526937351174
financial,government,inf,0,6.864844332944015
matters,government,14,0.125,6.582125049834364
recalled,new,inf,0,9.745363794397168
recalled,deal,inf,0,9.745363794397168
new,deal,inf,0,6.983865758851545
fever,excessive,inf,0,7.943848150223748
fever,sweating,6,0.0,7.943848150223748
excessive,sweating,inf,0,8.101240323975178
address,translator,12,0.0,7.436913581950725
address,device,10,0.0,7.436913581950725
address,program,7,0.15384615384615385,7.436913581950725
address,transforms,inf,0,7.436913581950725
address,symbolic,inf,0,7.436913581950725
address,addresses,0,1.0,7.436913581950725
address,machine,11,0.0,7.436913581950725
translator,device,8,0.5454545454545454,10.786817669225329
translator,program,11,0.0,10.786817669225329
translator,transforms,inf,0,10.786817669225329
translator,symbolic,inf,0,10.786817669225329
translator,addresses,12,0.0,10.786817669225329
translator,machine,9,0.5,10.786817669225329
device,program,9,0.0,6.646331951005374
device,transforms,inf,0,6.646331951005374
device,symbolic,inf,0,6.646331951005374
device,machine,1,0.9230769230769231,6.646331951005374
program,transforms,inf,0,6.322827096700017
program,symbolic,inf,0,6.322827096700017
transforms,symbolic,inf,0,9.939519808838126
transforms,addresses,inf,0,9.939519808838126
transforms,machine,inf,0,9.939519808838126
symbolic,addresses,inf,0,9.582844864899393
symbolic,machine,inf,0,9.582844864899393
addresses,machine,11,0.0,7.436913581950725
made,boiling,inf,0,5.459750889391307
made,raw,inf,0,5.459750889391307
made,medicinal,inf,0,5.459750889391307
made,plants,inf,0,5.459750889391307
boiling,raw,12,0.0,10.632666989398071
boiling,medicinal,inf,0,10.632666989398071
boiling,plants,11,0.15384615384615385,10.632666989398071
raw,medicinal,inf,0,9.02322907696397
raw,plants,13,0.0,9.02322907696397
medicinal,plants,inf,0,8.889697684339447
rectification,also,inf,0,10.381352561117165
rectification,useful,inf,0,10.381352561117165
rectification,tool,9,0.16666666666666666,10.381352561117165
rectification,adjusting,inf,0,10.381352561117165
rectification,known,inf,0,10.381352561117165
rectification,birth,10,0.0,10.381352561117165
rectification,time,11,0.0,10.381352561117165
rectification,many,inf,0,10.381352561117165
rectification,cases,10,0.0,10.381352561117165
rectification,actual,inf,0,10.381352561117165
rectification,recorded,inf,0,10.381352561117165
rectification,rounded,inf,0,10.381352561117165
also,useful,inf,0,5.755291016097697
also,tool,inf,0,5.755291016097697
also,adjusting,inf,0,5.755291016097697
also,birth,inf,0,5.755291016097697
also,time,inf,0,5.755291016097697
also,many,inf,0,5.755291016097697
also,cases,inf,0,5.755291016097697
also,actual,inf,0,5.755291016097697
also,recorded,inf,0,5.755291016097697
also,rounded,inf,0,5.755291016097697
useful,tool,inf,0,8.419694055093712
useful,adjusting,inf,0,8.419694055093712
useful,known,inf,0,8.419694055093712
useful,birth,inf,0,8.419694055093712
useful,time,inf,0,8.419694055093712
useful,many,inf,0,8.419694055093712
useful,cases,inf,0,8.419694055093712
useful,actual,inf,0,8.419694055093712
useful,recorded,inf,0,8.419694055093712
useful,rounded,inf,0,8.419694055093712
tool,adjusting,inf,0,8.07876746812312
tool,birth,11,0.0,8.07876746812312
tool,time,12,0.0,8.07876746812312
tool,many,inf,0,8.07876746812312
tool,cases,11,0.0,8.07876746812312
tool,actual,inf,0,8.07876746812312
tool,recorded,inf,0,8.07876746812312
tool,rounded,inf,0,8.07876746812312
adjusting,known,inf,0,8.940990978727
adjusting,birth,inf,0,8.940990978727
adjusting,time,inf,0,8.940990978727
adjusting,many,inf,0,8.940990978727
adjusting,cases,inf,0,8.940990978727
adjusting,actual,inf,0,8.940990978727
adjusting,recorded,6,0,8.940990978727
adjusting,rounded,inf,0,8.940990978727
known,birth,inf,0,5.959838154936165
known,time,inf,0,5.959838154936165
known,many,inf,0,5.959838154936165
known,cases,inf,0,5.959838154936165
known,actual,inf,0,5.959838154936165
known,recorded,inf,0,5.959838154936165
known,rounded,inf,0,5.959838154936165
birth,time,9,0.18181818181818182,7.86904693714105
birth,many,inf,0,7.86904693714105
birth,cases,8,0.2,7.86904693714105
birth,actual,inf,0,7.86904693714105
birth,recorded,inf,0,7.86904693714105
birth,rounded,inf,0,7.86904693714105
time,many,inf,0,5.886493395946756
time,cases,1,0.9090909090909091,5.886493395946756
time,rounded,inf,0,5.886493395946756
many,cases,inf,0,7.029501053558165
many,actual,inf,0,7.029501053558165
many,recorded,inf,0,7.029501053558165
